DR_NO,DATE_OCC,AREA_NAME,CRM_CD_DESC,VICT_AGE,VICT_SEX,VICT_DESCENT,PREMIS_DESC,WEAPON_DESC,STATUS_DESC,LOCATION,American Indian and Alaska Native (Proportion),Asian (Proportion),African American (Proportion),Native Hawaiian and Other Pacific Islander (Proportion),White (Proportion),Hispanic or Latino (Proportion),Year,Month
250504005,2025-01-03,Harbor,VEHICLE - STOLEN,X,X,X,PARKING LOT,Unknown / None Used,Invest Cont,1300    ANCHORAGE                    RD,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2025,1
240506252,2024-02-29,Harbor,BATTERY POLICE (SIMPLE),X,M,O,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,FIGUEROA                     ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506254,2024-02-29,Harbor,BURGLARY,X,X,X,HEALTH SPA/GYM,Unknown / None Used,Invest Cont,100 E  ANAHEIM                      ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506216,2024-02-29,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,W,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1000 W  CRESTWOOD                    AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506265,2024-02-29,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Unknown / None Used,Invest Cont,200 S  CABRILLO                     AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506247,2024-02-29,Harbor,OTHER MISCELLANEOUS CRIME,X,X,X,STREET,Unknown / None Used,Invest Cont,DENNI                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506277,2024-02-29,Harbor,VIOLATION OF RESTRAINING ORDER,50,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Unknown / None Used,Adult Arrest,500 W  37TH                         ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506248,2024-02-29,Harbor,BURGLARY,43,F,H,SINGLE FAMILY DWELLING,Unknown / None Used,Adult Arrest,400 W  20TH                         ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506259,2024-02-29,Harbor,VIOLATION OF COURT ORDER,60,M,B,SINGLE FAMILY DWELLING,Unknown / None Used,Invest Cont,300 W  9TH                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506253,2024-02-29,Harbor,BURGLARY,X,X,X,RESTAURANT/FAST FOOD,Unknown / None Used,Invest Cont,400 E  ANAHEIM                      ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506266,2024-02-29,Harbor,BATTERY - SIMPLE ASSAULT,36,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,2500 S  CAROLINA                     ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506258,2024-02-29,Harbor,BATTERY - SIMPLE ASSAULT,30,M,H,MTA - SILVER LINE - HARBOR GATEWAY TRANSIT CTR,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 W  182ND                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506245,2024-02-29,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),X,M,O,OTHER BUSINESS,Unknown / None Used,Adult Arrest,200 E  PACIFIC COAST                HY,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506246,2024-02-29,Harbor,ROBBERY,54,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  5TH                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506270,2024-02-29,Harbor,THEFT OF IDENTITY,71,F,W,SINGLE FAMILY DWELLING,Unknown / None Used,Invest Cont,1300 W  26TH                         ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506263,2024-02-29,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,M,H,PARKING LOT,Unknown / None Used,Invest Cont,GAFFEY,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506272,2024-02-29,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,M,O,OTHER STORE,Unknown / None Used,Adult Arrest,19500    NORMANDIE                    AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506209,2024-02-29,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,800 W  1ST                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506271,2024-02-29,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39,M,H,DRIVEWAY,Unknown / None Used,Invest Cont,1100 W  LOWEN                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506242,2024-02-29,Harbor,VEHICLE - STOLEN,X,X,X,PARKING LOT,Unknown / None Used,Invest Cont,1300 W  SEPULVEDA                    BL,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506241,2024-02-29,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,W  19TH                         ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506189,2024-02-28,Harbor,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,12,F,H,SINGLE FAMILY DWELLING,STICK,Adult Arrest,1000    MCDONALD                     AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506196,2024-02-28,Harbor,BATTERY - SIMPLE ASSAULT,17,M,H,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,26600    WESTERN                      AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506210,2024-02-28,Harbor,ARSON,X,X,X,OTHER BUSINESS,CAUSTIC CHEMICAL/POISON,Invest Cont,1400 W  25TH                         ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506214,2024-02-28,Harbor,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),X,X,X,OTHER BUSINESS,Unknown / None Used,Invest Cont,500 S  GAFFEY                       ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506182,2024-02-28,Harbor,TRESPASSING,33,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Unknown / None Used,Invest Cont,1500    257TH                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506268,2024-02-28,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,X,X,OFFICE BUILDING/OFFICE,Unknown / None Used,Invest Cont,200 W  22ND                         ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506202,2024-02-28,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1600 W  214TH                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506212,2024-02-28,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,F,H,OTHER BUSINESS,SEMI-AUTOMATIC PISTOL,Adult Other,1300 W  CARSON                       ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506179,2024-02-28,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,44,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1600    259TH                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240500573,2024-02-28,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,H,OTHER BUSINESS,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,500 N  WESTERN                      AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506200,2024-02-28,Harbor,BATTERY - SIMPLE ASSAULT,62,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2000 S  GRAND                        AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506217,2024-02-28,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,F,H,"VEHICLE, PASSENGER/TRUCK",Unknown / None Used,Invest Cont,WILMINGTON,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506219,2024-02-28,Harbor,VIOLATION OF RESTRAINING ORDER,44,F,H,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,Unknown / None Used,Adult Other,900 E  DENNI                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506201,2024-02-28,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,20700 S  WESTERN                      AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506180,2024-02-28,Harbor,INTIMATE PARTNER - AGGRAVATED ASSAULT,X,M,H,SINGLE FAMILY DWELLING,BLUNT INSTRUMENT,Invest Cont,1000    MCFARLAND                    AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240507223,2024-02-29,Harbor,BURGLARY FROM VEHICLE,31,M,H,STREET,Unknown / None Used,Invest Cont,2000 S  CRESCENT                     AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506198,2024-02-28,Harbor,BURGLARY FROM VEHICLE,29,F,H,STREET,Unknown / None Used,Invest Cont,10TH                         ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506234,2024-02-28,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,X,X,OFFICE BUILDING/OFFICE,Unknown / None Used,Invest Cont,300 W  6TH                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506185,2024-02-28,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,500 W  6TH                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506170,2024-02-27,Harbor,BURGLARY FROM VEHICLE,X,X,X,OTHER BUSINESS,Unknown / None Used,Invest Cont,300 S  GRAND                        AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506167,2024-02-27,Harbor,TRESPASSING,69,M,W,OTHER BUSINESS,Unknown / None Used,Invest Cont,2500 E  ANAHEIM                      ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506155,2024-02-27,Harbor,VEHICLE - ATTEMPT STOLEN,60,F,B,STREET,Unknown / None Used,Invest Cont,1500 S  BEACON                       ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506172,2024-02-27,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Unknown / None Used,Invest Cont,2200 S  PACIFIC                      AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506166,2024-02-27,Harbor,BATTERY - SIMPLE ASSAULT,X,X,X,ALLEY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,W  CABRILLO,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506151,2024-02-27,Harbor,BURGLARY,X,X,X,OTHER BUSINESS,Unknown / None Used,Invest Cont,400 W  6TH                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506537,2024-02-27,Harbor,BURGLARY,53,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Unknown / None Used,Invest Cont,200 N  AVALON                       BL,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506175,2024-02-27,Harbor,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,H,SINGLE FAMILY DWELLING,KNIFE WITH BLADE 6INCHES OR LESS,Adult Other,1100    BROAD                        AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506152,2024-02-27,Harbor,BURGLARY,X,X,X,MARKET,Unknown / None Used,Invest Cont,300 W  8TH                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506144,2024-02-27,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1600 N  WILMINGTON                   BL,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506174,2024-02-27,Harbor,"THEFT, PERSON",36,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Unknown / None Used,Invest Cont,1400    BRETT                        PL,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506168,2024-02-27,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",45,M,F,STREET,Unknown / None Used,Invest Cont,1500 W  228TH                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506199,2024-02-28,Harbor,BURGLARY FROM VEHICLE,33,F,H,GARAGE/CARPORT,Unknown / None Used,Invest Cont,100 W  SANTA CRUZ                   ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506238,2024-02-28,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,F,H,CONDOMINIUM/TOWNHOUSE,Unknown / None Used,Invest Cont,500 S  PALOS VERDES                 ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506113,2024-02-26,Harbor,VIOLATION OF COURT ORDER,39,F,H,SINGLE FAMILY DWELLING,Unknown / None Used,Adult Arrest,1200    BLINN                        AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506124,2024-02-26,Harbor,ROBBERY,47,F,A,ELEMENTARY SCHOOL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3300 S  KERCKHOFF                    AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506123,2024-02-26,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),X,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Unknown / None Used,Invest Cont,3800    BLUFF                        PL,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506126,2024-02-26,Harbor,INDECENT EXPOSURE,43,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Unknown / None Used,Invest Cont,500 W  MACARTHUR                    AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506134,2024-02-26,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,500 W  26TH                         ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506137,2024-02-26,Harbor,BATTERY POLICE (SIMPLE),X,X,X,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,30TH,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506131,2024-02-26,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,1500 N  WILMINGTON                   BL,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506148,2024-02-26,Harbor,VIOLATION OF RESTRAINING ORDER,55,M,B,STREET,Unknown / None Used,Adult Arrest,3100    BLUE BUTTERF                 WY,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506244,2024-02-29,Harbor,VEHICLE - STOLEN,X,X,X,PARKING LOT,Unknown / None Used,Invest Cont,1600 W  PACIFIC COAST                HY,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506173,2024-02-28,Harbor,VIOLATION OF RESTRAINING ORDER,70,F,W,OTHER BUSINESS,Unknown / None Used,Invest Cont,1500 E  ANAHEIM                      ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506146,2024-02-27,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,200 W  F                            ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506109,2024-02-26,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,1300 W  218TH                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506140,2024-02-26,Harbor,"BUNCO, GRAND THEFT",24,M,B,SINGLE FAMILY DWELLING,Unknown / None Used,Invest Cont,1300    DALMATIA                     DR,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506115,2024-02-26,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,100 N  CABRILLO                     AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506118,2024-02-26,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",X,X,X,STREET,Unknown / None Used,Invest Cont,800 W  9TH                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506133,2024-02-26,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,B,"VEHICLE, PASSENGER/TRUCK",Unknown / None Used,Invest Cont,400 W  9TH                          ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506110,2024-02-26,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,1100    PIONEER                      AV,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506075,2024-02-25,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1400 W  224TH                        ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
240506077,2024-02-25,Harbor,VEHICLE - STOLEN,X,X,X,STREET,Unknown / None Used,Invest Cont,1200 W  M                            ST,0.6631142687981054,0.002152968405188654,0.12974325851768126,0.0642122826847516,0.003713870498950428,0.13706335109532267,2024,2
